sim_ms,mote_id,src,R,Rhat,e,v1,v2,v3,v4,v5,v6,v7,AC,ML,t,type,action
49921,1,7,768,768,0,0,0,0,0,0,0,0,0,0,49,detection,
49929,2,7,768,768,0,0,0,0,0,0,0,0,0,0,49,detection,
49947,4,7,768,768,0,0,0,0,0,0,0,0,0,0,49,detection,
49993,8,7,768,768,0,0,0,0,0,0,0,0,0,0,49,detection,
49994,10,7,768,768,0,0,0,0,0,0,0,0,0,0,49,detection,
51072,1,17,512,512,0,0,0,0,0,0,0,0,0,0,51,detection,
51120,8,17,512,512,0,0,0,0,0,0,0,0,0,0,51,detection,
51196,21,17,512,512,0,0,0,0,0,0,0,0,0,0,51,detection,
52493,10,8,1024,1024,0,0,0,0,0,0,0,0,0,0,52,detection,
52522,14,8,1024,1024,0,0,0,0,0,0,0,0,0,0,52,detection,
52526,25,8,1024,1024,0,0,0,0,0,0,0,0,0,0,52,detection,
52530,9,8,1024,1024,0,0,0,0,0,0,0,0,0,0,52,detection,
52556,2,8,1024,1024,0,0,0,0,0,0,0,0,0,0,52,detection,
52557,17,8,1024,1024,0,0,0,0,0,0,0,0,0,0,52,detection,
52574,4,8,1024,1024,0,0,0,0,0,0,0,0,0,0,52,detection,
52574,21,8,1024,1024,0,0,0,0,0,0,0,0,0,0,52,detection,
52577,12,8,1024,1024,0,0,0,0,0,0,0,0,0,0,52,detection,
52586,7,8,1024,1024,0,0,0,0,0,0,0,0,0,0,52,detection,
53471,22,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53475,23,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53480,16,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53493,18,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53494,10,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53494,8,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53523,14,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53528,25,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53531,9,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53574,11,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53574,13,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53579,12,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53586,7,2,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53745,18,4,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53807,3,4,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53826,13,4,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53834,7,4,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53848,22,4,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53851,24,4,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
53856,16,4,1024,1024,0,0,0,0,0,0,0,0,0,0,53,detection,
54182,2,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54193,5,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54199,4,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54204,12,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54214,7,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54224,24,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54225,22,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54229,23,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54229,16,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54246,18,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54247,8,10,1280,1280,0,0,0,0,0,0,0,0,0,0,54,detection,
54403,14,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54407,9,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54433,2,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54449,13,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54450,4,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54455,12,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54462,7,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54475,24,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54476,22,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54497,10,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54497,18,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54498,8,29,1024,1024,0,0,0,0,0,0,0,0,0,0,54,detection,
54652,25,26,768,768,0,0,0,0,0,0,0,0,0,0,54,detection,
54657,9,26,768,768,0,0,0,0,0,0,0,0,0,0,54,detection,
54680,17,26,768,768,0,0,0,0,0,0,0,0,0,0,54,detection,
54684,2,26,768,768,0,0,0,0,0,0,0,0,0,0,54,detection,
54715,7,26,768,768,0,0,0,0,0,0,0,0,0,0,54,detection,
54749,8,26,768,768,0,0,0,0,0,0,0,0,0,0,54,detection,
56026,14,9,1280,1280,0,0,0,0,0,0,0,0,0,0,56,detection,
56307,6,3,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56327,4,3,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56353,24,3,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56375,20,3,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56435,2,12,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56444,5,12,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56451,4,12,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56454,13,12,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56476,22,12,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56498,10,12,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56498,18,12,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56500,8,12,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56527,14,12,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56532,9,12,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56654,25,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56686,2,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56696,5,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56699,11,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56701,13,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56703,4,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56706,12,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56716,7,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56727,24,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56728,22,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56730,16,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56749,8,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
56749,10,14,1536,1536,0,0,0,0,0,0,0,0,0,0,56,detection,
